1961	1	1	0.25744
1961	1	2	0.23247
1961	1	3	0.24907
1961	1	4	0.74231
1961	1	5	0.31717
1961	1	6	0.13853
1961	1	7	0.4591
1961	1	8	0.039949
1961	1	9	0.083581
1961	1	10	0.47873
1961	1	11	0.60315
1961	1	12	0.17881
1961	1	13	0
1961	1	14	0.010982
1961	1	15	0.00040895
1961	1	16	0.00086757
1961	1	17	0.27354
1961	1	18	0.31332
1961	1	19	0.14287
1961	1	20	0.13227
1961	1	21	0.078834
1961	1	22	0.23961
1961	1	23	0.40467
1961	1	24	0.90267
1961	1	25	0.98171
1961	1	26	1.1757
1961	1	27	0.21939
1961	1	28	0.40297
1961	1	29	0.85414
1961	1	30	0.9863
1961	1	31	0.81173
1961	2	1	0.59223
1961	2	2	0.11528
1961	2	3	0.47759
1961	2	4	0.2258
1961	2	5	0.6169
1961	2	6	0.46679
1961	2	7	1.1508
1961	2	8	0.64813
1961	2	9	1.0784
1961	2	10	0.23066
1961	2	11	1.3848
1961	2	12	1.0521
1961	2	13	0.86667
1961	2	14	1.0771
1961	2	15	0.67325
1961	2	16	0.093957
1961	2	17	0.48678
1961	2	18	0.48161
1961	2	19	0.79009
1961	2	20	0.57598
1961	2	21	0.2927
1961	2	22	0.39664
1961	2	23	0.27906
1961	2	24	0.63165
1961	2	25	0.78793
1961	2	26	1.973
1961	2	27	1.2651
1961	2	28	1.25
1961	3	1	0.76372
1961	3	2	0.88389
1961	3	3	0.97473
1961	3	4	0.96593
1961	3	5	0.99495
1961	3	6	1.3644
1961	3	7	0.64682
1961	3	8	1.066
1961	3	9	1.1565
1961	3	10	0.9371
1961	3	11	1.2743
1961	3	12	0.99182
1961	3	13	1.4957
1961	3	14	1.2337
1961	3	15	1.3642
1961	3	16	1.3951
1961	3	17	1.3191
1961	3	18	1.7622
1961	3	19	1.9238
1961	3	20	0.78292
1961	3	21	1.9596
1961	3	22	1.0039
1961	3	23	1.7859
1961	3	24	1.6884
1961	3	25	1.5296
1961	3	26	1.902
1961	3	27	1.9223
1961	3	28	1.7992
1961	3	29	1.8048
1961	3	30	1.1201
1961	3	31	1.5363
1961	4	1	1.4823
1961	4	2	0.84958
1961	4	3	1.5592
1961	4	4	1.0857
1961	4	5	0.68894
1961	4	6	0.34986
1961	4	7	1.2929
1961	4	8	1.5976
1961	4	9	1.0444
1961	4	10	1.3371
1961	4	11	2.0524
1961	4	12	0.58761
1961	4	13	2.4343
1961	4	14	2.0355
1961	4	15	2.0267
1961	4	16	1.9786
1961	4	17	1.4587
1961	4	18	1.3524
1961	4	19	1.7369
1961	4	20	2.2967
1961	4	21	2.633
1961	4	22	1.4177
1961	4	23	1.4428
1961	4	24	2.8121
1961	4	25	1.1325
1961	4	26	0.87549
1961	4	27	1.0832
1961	4	28	1.2415
1961	4	29	1.0512
1961	4	30	1.1956
1961	5	1	1.6603
1961	5	2	2.8023
1961	5	3	2.5419
1961	5	4	1.6576
1961	5	5	2.7057
1961	5	6	2.0624
1961	5	7	3.3607
1961	5	8	3.4411
1961	5	9	3.2188
1961	5	10	3.1598
1961	5	11	2.7829
1961	5	12	3.2251
1961	5	13	2.4425
1961	5	14	1.2746
1961	5	15	1.9701
1961	5	16	2.3533
1961	5	17	2.0479
1961	5	18	1.8948
1961	5	19	1.8544
1961	5	20	2.5687
1961	5	21	2.4518
1961	5	22	1.8726
1961	5	23	2.2044
1961	5	24	2.5348
1961	5	25	1.9905
1961	5	26	2.7794
1961	5	27	2.8929
1961	5	28	2.9767
1961	5	29	2.0177
1961	5	30	2.4827
1961	5	31	3.0077
1961	6	1	2.774
1961	6	2	2.6607
1961	6	3	2.2158
1961	6	4	2.7362
1961	6	5	2.7422
1961	6	6	2.4272
1961	6	7	2.3419
1961	6	8	2.6012
1961	6	9	2.9281
1961	6	10	1.8446
1961	6	11	1.2988
1961	6	12	1.6565
1961	6	13	3.4367
1961	6	14	2.9718
1961	6	15	2.6676
1961	6	16	2.6464
1961	6	17	3.096
1961	6	18	5.0065
1961	6	19	4.3059
1961	6	20	2.5494
1961	6	21	3.6252
1961	6	22	3.4326
1961	6	23	3.8764
1961	6	24	4.7979
1961	6	25	3.0895
1961	6	26	2.4961
1961	6	27	3.5528
1961	6	28	4.0942
1961	6	29	4.9554
1961	6	30	3.7768
1961	7	1	2.5277
1961	7	2	2.0347
1961	7	3	2.6248
1961	7	4	3.9293
1961	7	5	3.748
1961	7	6	3.6707
1961	7	7	2.008
1961	7	8	3.0768
1961	7	9	3.4228
1961	7	10	2.3577
1961	7	11	2.7249
1961	7	12	0.73835
1961	7	13	2.5987
1961	7	14	2.4642
1961	7	15	1.6604
1961	7	16	2.4065
1961	7	17	1.9669
1961	7	18	2.089
1961	7	19	2.766
1961	7	20	1.9763
1961	7	21	1.6201
1961	7	22	2.3928
1961	7	23	1.8868
1961	7	24	2.4591
1961	7	25	2.3973
1961	7	26	3.4445
1961	7	27	2.9709
1961	7	28	2.6872
1961	7	29	2.7859
1961	7	30	2.6888
1961	7	31	2.1619
1961	8	1	2.1829
1961	8	2	3.0775
1961	8	3	1.9808
1961	8	4	2.7364
1961	8	5	2.5388
1961	8	6	2.5699
1961	8	7	2.6262
1961	8	8	0.99398
1961	8	9	2.8719
1961	8	10	1.9772
1961	8	11	1.5742
1961	8	12	2.4511
1961	8	13	2.1969
1961	8	14	2.3872
1961	8	15	3.4075
1961	8	16	2.2602
1961	8	17	2.2596
1961	8	18	2.6634
1961	8	19	2.4694
1961	8	20	2.15
1961	8	21	2.2663
1961	8	22	2.5207
1961	8	23	1.9777
1961	8	24	2.8597
1961	8	25	1.4913
1961	8	26	2.0784
1961	8	27	2.7781
1961	8	28	3.2026
1961	8	29	3.3683
1961	8	30	3.0275
1961	8	31	2.6045
1961	9	1	2.259
1961	9	2	1.3999
1961	9	3	0.90233
1961	9	4	1.1058
1961	9	5	0.99706
1961	9	6	1.4178
1961	9	7	1.5837
1961	9	8	1.0971
1961	9	9	1.7499
1961	9	10	1.4022
1961	9	11	2.2298
1961	9	12	1.4868
1961	9	13	1.9545
1961	9	14	2.3707
1961	9	15	0.77021
1961	9	16	2.4844
1961	9	17	2.1623
1961	9	18	1.5736
1961	9	19	0.60812
1961	9	20	1.1134
1961	9	21	1.184
1961	9	22	1.2279
1961	9	23	0.81069
1961	9	24	1.2285
1961	9	25	1.0527
1961	9	26	1.7476
1961	9	27	1.6943
1961	9	28	0.98418
1961	9	29	1.6392
1961	9	30	0.92978
1961	10	1	1.1016
1961	10	2	0.93691
1961	10	3	0.63605
1961	10	4	0.52241
1961	10	5	1.0581
1961	10	6	0.59689
1961	10	7	0.38863
1961	10	8	0.91902
1961	10	9	1.4838
1961	10	10	1.0365
1961	10	11	1.5297
1961	10	12	0.83139
1961	10	13	0.70833
1961	10	14	0.54728
1961	10	15	0.62154
1961	10	16	1.3554
1961	10	17	0.80954
1961	10	18	2.0608
1961	10	19	1.8876
1961	10	20	0.45459
1961	10	21	0.82452
1961	10	22	0.29042
1961	10	23	1.964
1961	10	24	0.94638
1961	10	25	1.2226
1961	10	26	0.96746
1961	10	27	0.65386
1961	10	28	0.63115
1961	10	29	0.33791
1961	10	30	0.67576
1961	10	31	0.86971
1961	11	1	1.2458
1961	11	2	1.325
1961	11	3	1.3832
1961	11	4	1.4514
1961	11	5	0.08355
1961	11	6	0.16872
1961	11	7	0.61856
1961	11	8	0.38045
1961	11	9	0.34559
1961	11	10	0.053795
1961	11	11	0.22682
1961	11	12	0.6613
1961	11	13	0.53077
1961	11	14	0.87537
1961	11	15	0.3781
1961	11	16	0.49647
1961	11	17	0
1961	11	18	0.040499
1961	11	19	0.0028219
1961	11	20	0.066779
1961	11	21	0.25902
1961	11	22	0.35745
1961	11	23	0.79525
1961	11	24	0.52952
1961	11	25	0.30304
1961	11	26	0.023792
1961	11	27	0.11761
1961	11	28	0.61298
1961	11	29	0.33473
1961	11	30	0
1961	12	1	0.28777
1961	12	2	0.49273
1961	12	3	0.20838
1961	12	4	1.1273
1961	12	5	0.52848
1961	12	6	0.21677
1961	12	7	0.15825
1961	12	8	0.76886
1961	12	9	0
1961	12	10	0
1961	12	11	0.37637
1961	12	12	0.0047098
1961	12	13	0.14037
1961	12	14	0.44328
1961	12	15	0.22542
1961	12	16	0.002804
1961	12	17	0
1961	12	18	0.036855
1961	12	19	0
1961	12	20	0.0030408
1961	12	21	0.042359
1961	12	22	0.16764
1961	12	23	0.77889
1961	12	24	0.021455
1961	12	25	0.12364
1961	12	26	0.099055
1961	12	27	0.037009
1961	12	28	0
1961	12	29	0.48922
1961	12	30	0.88677
1961	12	31	0.64574
1962	1	1	0.29357
1962	1	2	0.16699
1962	1	3	0
1962	1	4	0.14437
1962	1	5	0.48752
1962	1	6	0.13624
1962	1	7	0.056119
1962	1	8	0.83791
1962	1	9	0.86493
1962	1	10	0.89362
1962	1	11	0.24575
1962	1	12	0.39613
1962	1	13	0.75942
1962	1	14	0.45403
1962	1	15	1.3164
1962	1	16	1.1254
1962	1	17	0.88192
1962	1	18	0.58578
1962	1	19	0.67734
1962	1	20	0.33552
1962	1	21	0
1962	1	22	1.0634
1962	1	23	1.2436
1962	1	24	0.24413
1962	1	25	0.35962
1962	1	26	0.61913
1962	1	27	0.29416
1962	1	28	0.023787
1962	1	29	0.14198
